actual_label,predicted_label,reconstruction_error,flagged_as_anomaly
normal,normal,0.029462479,0
neptune,neptune,0.70018023,1
normal,normal,0.001068923,0
neptune,neptune,0.59527904,1
normal,normal,0.0015100219,0
portsweep,portsweep,0.4124007,1
smurf,normal,0.027970945,0
neptune,neptune,0.68575776,1
neptune,neptune,0.6482999,1
neptune,neptune,0.5423597,1
nmap,nmap,0.16061072,1
neptune,neptune,0.61681736,1
neptune,neptune,0.6881129,1
neptune,neptune,0.6269085,1
normal,normal,0.048360113,0
neptune,neptune,0.45109287,1
ipsweep,ipsweep,0.36103925,1
normal,normal,0.0020821898,0
normal,normal,0.000763023,0
neptune,neptune,0.53244036,1
normal,normal,0.00043411454,0
neptune,neptune,0.727647,1
normal,normal,0.042564683,0
neptune,neptune,0.6847555,1
neptune,neptune,0.70207316,1
neptune,neptune,0.7197216,1
neptune,neptune,0.3268251,1
neptune,neptune,0.6155265,1
normal,normal,0.0016312789,0
normal,imap,0.16634549,1
neptune,neptune,0.39948,1
normal,nmap,0.16507053,1
normal,normal,0.0016148199,0
normal,normal,0.004445979,0
normal,normal,0.00080975087,0
normal,normal,0.00059838104,0
neptune,neptune,0.32104984,1
neptune,neptune,0.71334153,1
normal,warezclient,0.09320546,1
normal,normal,0.037409734,0
normal,normal,0.00093461876,0
normal,normal,0.0014654623,0
neptune,neptune,0.5562536,1
neptune,neptune,0.4175432,1
neptune,neptune,0.3171303,1
neptune,neptune,0.6790004,1
normal,phf,0.11561029,1
neptune,neptune,0.44782403,1
normal,normal,0.033118032,0
normal,normal,0.0059094834,0
normal,normal,0.012316854,0
normal,normal,0.004635715,0
smurf,smurf,0.31296167,1
normal,normal,0.034889862,0
neptune,neptune,0.33934507,1
neptune,neptune,0.73248357,1
normal,normal,0.012475038,0
normal,normal,0.0041264105,0
normal,normal,0.008848715,0
satan,satan,1.533444,1
normal,normal,0.0010604312,0
neptune,neptune,0.33775702,1
neptune,neptune,0.66289186,1
neptune,neptune,0.72498846,1
normal,normal,0.005397646,0
normal,normal,0.032291714,0
normal,normal,0.009302897,0
normal,normal,0.015711263,0
normal,normal,0.007451158,0
smurf,normal,0.028875763,0
normal,normal,0.007698241,0
smurf,normal,0.024808345,0
normal,portsweep,0.15848784,1
normal,spy,0.18385735,1
normal,normal,0.007852223,0
normal,normal,0.0024420084,0
normal,normal,0.053654358,0
normal,portsweep,0.103602186,1
normal,normal,0.0034128176,0
normal,normal,0.0005744651,0
neptune,neptune,0.5653745,1
normal,normal,0.00089876197,0
neptune,neptune,0.70540637,1
normal,ipsweep,0.11177437,1
ipsweep,ipsweep,0.34887606,1
neptune,neptune,0.64113426,1
normal,normal,0.0027589821,0
neptune,neptune,0.7136151,1
portsweep,portsweep,0.37095502,1
neptune,neptune,0.6788759,1
neptune,neptune,0.6686998,1
normal,portsweep,0.8743641,1
normal,normal,0.0011523789,0
neptune,neptune,0.5814261,1
neptune,neptune,0.7212863,1
normal,normal,0.0047828006,0
neptune,neptune,0.6694832,1
normal,normal,0.012721557,0
normal,normal,0.00095198816,0
neptune,neptune,0.6504572,1
neptune,neptune,0.28684402,1
normal,normal,0.01295464,0
normal,normal,0.015986428,0
neptune,neptune,0.6485482,1
normal,normal,0.010799865,0
neptune,neptune,0.69299096,1
neptune,neptune,0.5873001,1
normal,normal,0.00059469487,0
neptune,neptune,0.5363186,1
neptune,neptune,0.6132042,1
normal,normal,0.0073111756,0
neptune,neptune,0.5790457,1
portsweep,portsweep,0.48357683,1
normal,normal,0.001097659,0
neptune,neptune,0.6493837,1
smurf,normal,0.02042009,0
satan,satan,1.4308404,1
warezclient,normal,0.03223585,0
ipsweep,ipsweep,0.29320866,1
portsweep,portsweep,0.31385207,1
neptune,neptune,0.59989005,1
normal,normal,0.015986463,0
normal,normal,0.0016702038,0
neptune,neptune,0.6907073,1
normal,normal,0.0012005024,0
neptune,neptune,0.68540335,1
normal,normal,0.0072998474,0
normal,normal,0.02249445,0
neptune,neptune,0.7245738,1
normal,normal,0.0022406552,0
neptune,neptune,0.5557117,1
normal,normal,0.0079153925,0
neptune,neptune,0.3310763,1
normal,normal,0.00048244288,0
portsweep,portsweep,112.30614,1
satan,satan,0.1218107,1
normal,portsweep,0.16129094,1
neptune,neptune,0.4598449,1
neptune,neptune,0.5617712,1
normal,normal,0.0006593101,0
normal,portsweep,0.14990473,1
neptune,neptune,0.7262609,1
normal,normal,0.015940791,0
normal,satan,0.15714546,1
normal,nmap,0.07617571,1
neptune,neptune,0.30422172,1
normal,normal,0.0067323484,0
neptune,neptune,0.5432447,1
neptune,neptune,0.73719984,1
normal,normal,0.00086999673,0
neptune,neptune,0.5751282,1
neptune,neptune,0.5917776,1
normal,normal,0.0007509802,0
portsweep,portsweep,0.2028957,1
normal,normal,0.0015105108,0
neptune,neptune,0.51933277,1
warezclient,warezclient,0.13636346,1
normal,normal,0.0024863202,0
neptune,neptune,0.67238325,1
normal,normal,0.005496329,0
normal,normal,0.028147258,0
neptune,neptune,0.61604005,1
normal,normal,0.0013706521,0
neptune,neptune,0.7171277,1
normal,normal,0.009244133,0
normal,normal,0.00069020176,0
neptune,neptune,0.6887197,1
neptune,neptune,0.49354973,1
ipsweep,ipsweep,0.2850535,1
neptune,neptune,0.580183,1
normal,normal,0.011580567,0
ipsweep,ipsweep,0.28897,1
normal,normal,0.014148916,0
normal,satan,0.09022911,1
neptune,neptune,0.59670573,1
normal,normal,0.006152048,0
ipsweep,ipsweep,1.0709313,1
normal,normal,0.0014885402,0
normal,normal,0.0043435,0
neptune,neptune,0.58568025,1
normal,normal,0.005816553,0
ipsweep,ipsweep,0.32209805,1
normal,normal,0.0043780804,0
normal,normal,0.0029129346,0
neptune,neptune,0.72077125,1
neptune,neptune,0.6817805,1
normal,normal,0.0066727162,0
ipsweep,ipsweep,0.29145592,1
normal,normal,0.029568158,0
neptune,neptune,0.45748416,1
teardrop,teardrop,3.7087667,1
satan,satan,1.5869144,1
normal,normal,0.004274045,0
normal,normal,0.036886524,0
normal,normal,0.031494685,0
normal,normal,0.00999875,0
neptune,neptune,0.57616735,1
normal,normal,0.05198234,0
normal,normal,0.0004930774,0
normal,normal,0.0037997118,0
normal,normal,0.008016618,0
neptune,neptune,0.71641237,1
ipsweep,ipsweep,0.26536542,1
normal,normal,0.0069416338,0
normal,normal,0.0017176984,0
normal,normal,0.05112059,0
normal,normal,0.005407221,0
smurf,smurf,0.25951424,1
normal,normal,0.0033698077,0
neptune,neptune,0.6175575,1
normal,normal,0.0012979205,0
smurf,smurf,0.20363788,1
normal,normal,0.0078548705,0
neptune,neptune,0.5393954,1
neptune,neptune,0.53133065,1
normal,neptune,0.0709344,1
normal,normal,0.0010706818,0
normal,normal,0.000493088,0
neptune,neptune,0.3385392,1
warezclient,normal,0.03933669,0
normal,normal,0.00049330894,0
nmap,normal,0.006625675,0
normal,normal,0.0013085109,0
normal,normal,0.0013487533,0
normal,normal,0.008506729,0
normal,normal,0.0016372058,0
normal,normal,0.0019220844,0
normal,back,0.127767,1
neptune,neptune,0.60677934,1
normal,normal,0.0011974612,0
normal,normal,0.002150349,0
neptune,neptune,0.7022788,1
neptune,neptune,0.6709353,1
satan,satan,1.2112739,1
normal,normal,0.0028968533,0
neptune,neptune,0.5928012,1
ipsweep,ipsweep,0.29504663,1
portsweep,portsweep,1.5344449,1
neptune,neptune,0.73334676,1
pod,normal,0.03359223,0
satan,satan,0.49877557,1
normal,normal,0.0047641485,0
neptune,neptune,0.7152035,1
normal,normal,0.0045872293,0
neptune,neptune,0.6796561,1
neptune,neptune,0.72839564,1
neptune,neptune,0.32718977,1
neptune,neptune,0.67609155,1
normal,normal,0.015919426,0
normal,normal,0.00070093316,0
neptune,neptune,0.73375654,1
neptune,neptune,0.595105,1
portsweep,portsweep,0.20453338,1
ipsweep,ipsweep,0.35300356,1
neptune,neptune,0.33940378,1
teardrop,teardrop,3.7618191,1
neptune,neptune,0.7121368,1
normal,normal,0.03407338,0
neptune,neptune,0.7088616,1
neptune,neptune,0.57171553,1
neptune,neptune,0.62833035,1
ipsweep,ipsweep,0.32441014,1
neptune,neptune,0.5343421,1
normal,normal,0.012699927,0
neptune,neptune,0.69749945,1
nmap,nmap,0.14120595,1
neptune,neptune,0.5946524,1
smurf,smurf,0.57533056,1
normal,nmap,0.09826079,1
normal,normal,0.00390308,0
satan,satan,0.10636117,1
normal,normal,0.000973721,0
normal,normal,0.0064573996,0
smurf,smurf,0.08715885,1
normal,warezclient,0.1424014,1
normal,normal,0.007244892,0
neptune,neptune,0.59042585,1
normal,normal,0.003904632,0
neptune,neptune,0.4110214,1
neptune,neptune,0.55957353,1
neptune,neptune,0.7180558,1
smurf,smurf,0.105602995,1
normal,normal,0.0337458,0
normal,normal,0.009751044,0
normal,normal,0.008108308,0
normal,normal,0.0007509066,0
neptune,neptune,0.47368512,1
neptune,neptune,0.6776186,1
normal,normal,0.0012682182,0
normal,portsweep,0.16042282,1
normal,normal,0.0011869926,0
neptune,neptune,0.6983136,1
normal,normal,0.0038196484,0
normal,normal,0.0051013837,0
ipsweep,normal,0.028042907,0
normal,normal,0.002854449,0
normal,normal,0.0007081321,0
neptune,neptune,0.6671619,1
neptune,neptune,0.7234813,1
satan,satan,0.5302582,1
normal,normal,0.0019048925,0
normal,normal,0.015445684,0
normal,normal,0.0066595613,0
portsweep,portsweep,0.76417494,1
normal,normal,0.011516127,0
neptune,neptune,0.7335592,1
normal,normal,0.0014061163,0
neptune,neptune,0.6332645,1
normal,normal,0.0005921611,0
neptune,neptune,0.6874468,1
normal,normal,0.000976906,0
neptune,neptune,0.6218693,1
neptune,neptune,0.591306,1
normal,normal,0.00039977935,0
normal,normal,0.007178633,0
normal,normal,0.004695618,0
neptune,neptune,0.54894984,1
satan,satan,0.22157644,1
normal,normal,0.000917483,0
neptune,neptune,0.45710668,1
smurf,smurf,0.09481227,1
neptune,neptune,0.7106553,1
normal,normal,0.01151753,0
neptune,neptune,0.518073,1
nmap,nmap,0.5143672,1
normal,normal,0.006347896,0
normal,normal,0.007473187,0
normal,normal,0.00043411323,0
ipsweep,ipsweep,0.32789305,1
normal,normal,0.005183676,0
neptune,neptune,0.49652758,1
portsweep,portsweep,1.5154583,1
neptune,neptune,0.3588682,1
normal,normal,0.0074269474,0
neptune,neptune,0.65873986,1
normal,normal,0.0024894883,0
normal,normal,0.029325847,0
normal,normal,0.022829032,0
normal,normal,0.0041877367,0
normal,normal,0.0009471668,0
normal,normal,0.019540465,0
neptune,neptune,0.63461924,1
normal,normal,0.015930446,0
normal,normal,0.00994022,0
normal,normal,0.0044504907,0
normal,normal,0.0004864836,0
neptune,neptune,0.5692868,1
normal,warezclient,0.07284418,1
normal,normal,0.0068925433,0
normal,normal,0.0013781517,0
neptune,neptune,0.5797727,1
normal,normal,0.0025482145,0
normal,normal,0.03737713,0
neptune,neptune,0.5755765,1
neptune,neptune,0.5940146,1
neptune,neptune,0.65587646,1
normal,normal,0.0023347102,0
normal,normal,0.0026197704,0
neptune,neptune,0.50672174,1
neptune,neptune,0.54883254,1
pod,pod,0.4449981,1
normal,normal,0.02675046,0
neptune,neptune,0.6258753,1
teardrop,teardrop,3.7304158,1
normal,normal,0.0029484387,0
neptune,neptune,0.51583904,1
normal,normal,0.000727352,0
neptune,neptune,0.67340446,1
neptune,neptune,0.33140275,1
neptune,neptune,0.69855225,1
normal,normal,0.00079286477,0
nmap,nmap,0.14985567,1
normal,normal,0.029575935,0
warezclient,normal,0.032847494,0
neptune,neptune,0.5842619,1
neptune,neptune,0.725159,1
nmap,nmap,0.14359224,1
portsweep,portsweep,0.363036,1
normal,normal,0.0066613415,0
satan,normal,0.044615082,0
normal,normal,0.0005204456,0
nmap,nmap,0.13091248,1
neptune,neptune,0.58535916,1
normal,normal,0.0074272887,0
normal,normal,0.031931315,0
neptune,neptune,0.64046687,1
normal,normal,0.0007401788,0
neptune,neptune,0.36308187,1
normal,normal,0.031543136,0
neptune,neptune,0.59471434,1
normal,normal,0.04907828,0
neptune,neptune,0.58305395,1
normal,multihop,0.111442424,1
normal,normal,0.0047106775,0
teardrop,teardrop,3.69446,1
normal,normal,0.016966416,0
normal,normal,0.0062149307,0
neptune,neptune,0.6963636,1
ipsweep,ipsweep,0.29231802,1
neptune,neptune,0.7006692,1
nmap,normal,0.009290908,0
normal,normal,0.0003486054,0
neptune,neptune,0.43041736,1
normal,normal,0.0014998293,0
neptune,neptune,0.3363057,1
neptune,neptune,0.6275679,1
normal,normal,0.0066075646,0
normal,normal,0.009883828,0
neptune,neptune,0.7516916,1
neptune,neptune,0.33253005,1
normal,normal,0.011038439,0
normal,normal,0.023159033,0
normal,normal,0.014790618,0
normal,normal,0.018285587,0
satan,satan,1.3020457,1
normal,normal,0.0050570685,0
neptune,neptune,0.72154385,1
neptune,neptune,0.6534241,1
neptune,neptune,0.5234618,1
normal,normal,0.0033673025,0
neptune,neptune,0.6996687,1
neptune,neptune,0.6569777,1
ipsweep,ipsweep,0.4494008,1
neptune,neptune,0.33420697,1
normal,normal,0.00497525,0
neptune,neptune,0.5661727,1
neptune,neptune,0.581224,1
normal,normal,0.0038042092,0
neptune,neptune,0.57888967,1
normal,imap,0.07325599,1
normal,normal,0.034169033,0
normal,normal,0.000674013,0
normal,normal,0.00649535,0
normal,normal,0.00094719377,0
normal,normal,0.0004544448,0
normal,normal,0.00093460456,0
normal,normal,0.00043411352,0
normal,normal,0.00087957445,0
normal,normal,0.0020537842,0
neptune,neptune,0.56884545,1
neptune,neptune,0.5781721,1
normal,normal,0.00043780514,0
normal,normal,0.01588381,0
ipsweep,ipsweep,0.2652086,1
neptune,neptune,0.67828256,1
normal,normal,0.0007272619,0
normal,warezclient,0.079852544,1
normal,normal,0.0016240267,0
satan,satan,0.09556455,1
nmap,nmap,0.13308345,1
neptune,neptune,0.44080976,1
neptune,neptune,0.6699621,1
normal,normal,0.036422137,0
ipsweep,ipsweep,0.49006104,1
neptune,neptune,0.29922658,1
warezclient,warezclient,0.14568509,1
normal,normal,0.00062633335,0
neptune,neptune,0.5878947,1
smurf,normal,0.03876163,0
neptune,neptune,0.568392,1
normal,normal,0.0064687156,0
normal,normal,0.019932393,0
normal,normal,0.0018929839,0
neptune,neptune,0.5907409,1
neptune,neptune,0.41179422,1
normal,normal,0.0009993649,0
nmap,nmap,0.14658299,1
normal,normal,0.010721928,0
normal,normal,0.0041131866,0
satan,normal,0.06170977,0
normal,normal,0.006914138,0
normal,normal,0.017634613,0
neptune,neptune,0.55344087,1
normal,normal,0.013003459,0
normal,normal,0.015077136,0
smurf,normal,0.06162789,0
neptune,neptune,0.7269551,1
portsweep,portsweep,0.5225164,1
smurf,normal,0.044430178,0
normal,normal,0.00093740923,0
normal,normal,0.0006492632,0
neptune,neptune,0.62108207,1
neptune,neptune,0.59474677,1
neptune,neptune,0.56896454,1
portsweep,portsweep,1.5375869,1
normal,normal,0.0024720654,0
neptune,neptune,0.3147433,1
ipsweep,ipsweep,0.4967041,1
normal,normal,0.00038891658,0
normal,normal,0.0019511589,0
neptune,neptune,0.29779485,1
satan,satan,1.3206091,1
neptune,neptune,0.57679945,1
normal,normal,0.0020400265,0
satan,satan,0.4209233,1
normal,normal,0.000627801,0
normal,normal,0.0054617133,0
normal,normal,0.0011201332,0
normal,normal,0.013344735,0
normal,normal,0.0034876545,0
satan,satan,0.66677684,1
nmap,nmap,0.13267404,1
neptune,neptune,0.5159857,1
normal,normal,0.036253106,0
warezclient,warezclient,0.17869566,1
normal,normal,0.00633284,0
satan,satan,0.068416044,1
neptune,neptune,0.581774,1
neptune,neptune,0.6606541,1
normal,normal,0.0010496854,0
normal,normal,0.0011353821,0
neptune,neptune,0.37974635,1
neptune,neptune,0.5094867,1
normal,normal,0.001691726,0
neptune,neptune,0.685453,1
ipsweep,ipsweep,0.43105698,1
back,normal,0.0327887,0
normal,normal,0.03168727,0
normal,normal,0.0057356,0
normal,normal,0.0063131046,0
teardrop,teardrop,3.6917841,1
teardrop,teardrop,4.057541,1
neptune,neptune,0.5770465,1
neptune,neptune,0.58301985,1
normal,normal,0.0069714957,0
normal,normal,0.03136118,0
neptune,neptune,0.6858271,1
neptune,neptune,0.60538363,1
neptune,neptune,0.34439018,1
smurf,smurf,0.52689856,1
neptune,neptune,0.7412964,1
neptune,neptune,0.5771237,1
neptune,neptune,0.67253834,1
neptune,neptune,0.60039645,1
normal,normal,0.0030452032,0
neptune,neptune,0.5909568,1
normal,normal,0.00047941282,0
neptune,neptune,0.41022798,1
neptune,neptune,0.5944937,1
neptune,neptune,0.70240355,1
smurf,normal,0.04860245,0
neptune,neptune,0.6872665,1
satan,satan,1.371666,1
normal,normal,0.0057339706,0
neptune,neptune,0.46962482,1
normal,normal,0.0024643338,0
neptune,neptune,0.6540455,1
normal,normal,0.057711847,0
normal,normal,0.016303822,0
smurf,smurf,0.34305486,1
normal,normal,0.0031315521,0
normal,normal,0.014448322,0
normal,normal,0.008842888,0
satan,satan,1.5029873,1
neptune,neptune,0.5972194,1
normal,normal,0.012355996,0
normal,portsweep,0.123539984,1
neptune,neptune,0.72027296,1
normal,normal,0.012981826,0
normal,normal,0.052001145,0
neptune,neptune,0.6875963,1
neptune,neptune,0.5912439,1
normal,nmap,0.10597834,1
normal,normal,0.0012045071,0
teardrop,teardrop,3.7283256,1
normal,normal,0.0053761224,0
neptune,neptune,0.59799176,1
neptune,neptune,0.62167037,1
neptune,neptune,0.6461709,1
normal,normal,0.0014087211,0
neptune,neptune,0.58402544,1
neptune,neptune,0.69037956,1
smurf,normal,0.0289743,0
normal,normal,0.003448688,0
normal,normal,0.0025085763,0
normal,normal,0.010273003,0
normal,normal,0.008909927,0
neptune,neptune,0.34842804,1
back,normal,0.042508334,0
normal,normal,0.00059217453,0
neptune,neptune,0.5926671,1
normal,normal,0.044316847,0
neptune,neptune,0.54322886,1
neptune,neptune,0.4135085,1
normal,normal,0.0031265242,0
neptune,neptune,0.5869363,1
normal,normal,0.03923433,0
normal,normal,0.0049412474,0
normal,normal,0.00070105185,0
normal,normal,0.026288263,0
portsweep,portsweep,1.5383668,1
neptune,neptune,0.7326294,1
normal,normal,0.0014138048,0
smurf,normal,0.04808815,0
neptune,neptune,0.5892448,1
neptune,neptune,0.7193374,1
normal,normal,0.011948347,0
normal,normal,0.03366493,0
normal,normal,0.03237225,0
normal,normal,0.0047949688,0
normal,normal,0.00051311497,0
normal,normal,0.0011671731,0
normal,normal,0.006295256,0
normal,normal,0.00068739825,0
normal,normal,0.003580444,0
neptune,neptune,0.56940776,1
normal,normal,0.009682186,0
normal,normal,0.0018896186,0
neptune,neptune,0.7254169,1
normal,normal,0.0008529317,0
neptune,neptune,0.6964615,1
normal,normal,0.0011694476,0
normal,normal,0.003219838,0
nmap,nmap,0.13329944,1
normal,normal,0.0038451662,0
normal,ipsweep,0.16399089,1
normal,normal,0.009881179,0
neptune,neptune,0.5880342,1
normal,satan,0.3110958,1
neptune,neptune,0.7012377,1
neptune,neptune,0.62743235,1
neptune,neptune,0.5973382,1
normal,normal,0.00079096813,0
normal,normal,0.00103861,0
normal,normal,0.00085894647,0
normal,neptune,0.38418883,1
neptune,neptune,0.44812468,1
normal,normal,0.01862316,0
normal,normal,0.0060802787,0
neptune,neptune,0.7474514,1
neptune,neptune,0.5946676,1
neptune,neptune,0.4109982,1
normal,normal,0.005625622,0
neptune,neptune,0.71218157,1
neptune,neptune,0.6169823,1
normal,normal,0.0011640827,0
back,back,0.101780675,1
normal,normal,0.012578611,0
satan,normal,0.052584685,0
back,normal,0.02429824,0
neptune,neptune,0.69220537,1
normal,normal,0.0063328086,0
neptune,neptune,0.5490735,1
neptune,neptune,0.7470835,1
neptune,neptune,0.6186503,1
neptune,neptune,0.6203299,1
normal,normal,0.0008320869,0
normal,normal,0.0041545294,0
satan,satan,1.2196722,1
normal,normal,0.0015095961,0
normal,normal,0.0020457131,0
neptune,neptune,0.5281882,1
normal,normal,0.006079053,0
normal,normal,0.00044207103,0
normal,normal,0.0060805986,0
normal,normal,0.0025643734,0
neptune,neptune,0.6830017,1
normal,normal,0.0012029379,0
normal,normal,0.0018271528,0
neptune,neptune,0.5951008,1
normal,normal,0.0069024255,0
neptune,neptune,0.6643128,1
normal,normal,0.0065329834,0
neptune,neptune,0.6311228,1
normal,normal,0.0005541225,0
normal,normal,0.013615977,0
normal,normal,0.003916897,0
normal,portsweep,0.80413747,1
portsweep,portsweep,0.16958296,1
normal,normal,0.022359438,0
normal,portsweep,0.09438863,1
normal,normal,0.0027100216,0
neptune,neptune,0.5894105,1
normal,normal,0.023011241,0
normal,normal,0.0020177544,0
nmap,nmap,0.1442827,1
normal,warezclient,0.07682236,1
neptune,neptune,0.37793228,1
